"Status_Checking","Duration","Credit_history","Purpose","Credit_amount","Saving","Empolyment_duration","Installment_rate","Otherdebtors","Residence_Year","Property","Age","Other_installment_plan","Housing","Exisiting_credits","Job","Liable_People","Telephone","Foreign_worker","Credit_default","Sex","Marital_status"
"652","<0$",24,"existing_credits_paid_back_duly_till_now","car_new",2303,"<100$",">=7years",4,"co_applicant",1,"real_estate",45,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"653",">0<200$",36,"delay_pay_past","car_new",8086,">100<500",">=7years",2,"no",4,"car_other",42,"no","own",4,"self-employed",1,"yes","yes",1,"M","single"
"654","no_savings",24,"other_credits_existing_other_bank","car_used",2346,"<100$",">4years<=7years",4,"no",3,"car_other",35,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"655","<0$",14,"existing_credits_paid_back_duly_till_now","car_new",3973,"<100$","unemployed",1,"no",4,"no_property",22,"no","for_free",1,"skilled",1,"no","yes",0,"M","single"
"656",">0<200$",12,"existing_credits_paid_back_duly_till_now","car_new",888,"<100$",">=7years",4,"no",4,"car_other",41,"bank","own",1,"unskilled",2,"no","yes",1,"M","single"
"657","no_savings",48,"existing_credits_paid_back_duly_till_now","radio_television",10222,"no_savings",">4years<=7years",4,"no",3,"car_other",37,"stores","own",1,"skilled",1,"yes","yes",0,"M","single"
"658",">0<200$",30,"no_credits_taken","business",4221,"<100$",">1year<=4years",2,"no",1,"car_other",28,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"659",">0<200$",18,"other_credits_existing_other_bank","furniture/equipment",6361,"<100$",">=7years",2,"no",1,"no_property",41,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"660",">200$",12,"existing_credits_paid_back_duly_till_now","radio_television",1297,"<100$",">1year<=4years",3,"no",4,"real_estate",23,"no","rent",1,"skilled",1,"no","yes",0,"M","married"
"661","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",900,"no_savings",">1year<=4years",4,"no",2,"car_other",23,"no","own",1,"skilled",1,"no","yes",1,"M","married"
"662","no_savings",21,"existing_credits_paid_back_duly_till_now","furniture/equipment",2241,"<100$",">=7years",4,"no",2,"real_estate",50,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"663",">0<200$",6,"delay_pay_past","furniture/equipment",1050,"<100$","unemployed",4,"no",1,"life_insurance",35,"stores","own",2,"self-employed",1,"yes","yes",0,"M","single"
"664",">200$",6,"other_credits_existing_other_bank","education",1047,"<100$",">1year<=4years",2,"no",4,"life_insurance",50,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"665","no_savings",24,"other_credits_existing_other_bank","car_used0",6314,"<100$","unemployed",4,"co_applicant",2,"no_property",27,"bank","own",2,"self-employed",1,"yes","yes",0,"M","single"
"666",">0<200$",30,"all_credits_paid","furniture/equipment",3496,">=1000",">1year<=4years",4,"no",2,"car_other",34,"stores","own",1,"skilled",2,"yes","yes",0,"M","single"
"667","no_savings",48,"all_credits_paid","business",3609,"<100$",">1year<=4years",1,"no",1,"real_estate",27,"stores","own",1,"skilled",1,"no","yes",0,"F","divorced"
"668","<0$",12,"other_credits_existing_other_bank","car_new",4843,"<100$",">=7years",3,"co_applicant",4,"life_insurance",43,"no","rent",2,"skilled",1,"yes","yes",1,"M","single"
"669",">200$",30,"other_credits_existing_other_bank","radio_television",3017,"<100$",">=7years",4,"no",4,"life_insurance",47,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"670","no_savings",24,"other_credits_existing_other_bank","business",4139,">100<500",">1year<=4years",3,"no",3,"life_insurance",27,"no","own",2,"unskilled",1,"yes","yes",0,"M","single"
"671","no_savings",36,"existing_credits_paid_back_duly_till_now","business",5742,">100<500",">4years<=7years",2,"no",2,"car_other",31,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"672","no_savings",60,"existing_credits_paid_back_duly_till_now","car_new",10366,"<100$",">=7years",2,"no",4,"life_insurance",42,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"673","no_savings",6,"other_credits_existing_other_bank","car_new",2080,">500<1000",">1year<=4years",1,"no",2,"car_other",24,"no","own",1,"skilled",1,"no","yes",0,"M","married"
"674","no_savings",21,"delay_pay_past","business",2580,">500<1000","<1year",4,"no",2,"real_estate",41,"bank","own",1,"unskilled",2,"no","yes",1,"M","single"
"675","no_savings",30,"other_credits_existing_other_bank","radio_television",4530,"<100$",">4years<=7years",4,"no",4,"car_other",26,"no","rent",1,"self-employed",1,"yes","yes",0,"F","divorced"
"676","no_savings",24,"other_credits_existing_other_bank","furniture/equipment",5150,"<100$",">=7years",4,"no",4,"car_other",33,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"677",">0<200$",72,"existing_credits_paid_back_duly_till_now","radio_television",5595,">100<500",">1year<=4years",2,"no",2,"car_other",24,"no","own",1,"skilled",1,"no","yes",1,"M","married"
"678","<0$",24,"existing_credits_paid_back_duly_till_now","radio_television",2384,"<100$",">=7years",4,"no",4,"real_estate",64,"bank","rent",1,"unskilled",1,"no","yes",0,"M","single"
"679","no_savings",18,"existing_credits_paid_back_duly_till_now","radio_television",1453,"<100$","<1year",3,"no",1,"real_estate",26,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"680","no_savings",6,"existing_credits_paid_back_duly_till_now","education",1538,"<100$","<1year",1,"no",2,"no_property",56,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"681","no_savings",12,"existing_credits_paid_back_duly_till_now","radio_television",2279,"no_savings",">1year<=4years",4,"no",4,"no_property",37,"no","for_free",1,"skilled",1,"yes","yes",0,"M","single"
"682","no_savings",15,"delay_pay_past","radio_television",1478,"<100$",">1year<=4years",4,"no",3,"real_estate",33,"bank","own",2,"skilled",1,"no","yes",0,"M","married"
"683","no_savings",24,"other_credits_existing_other_bank","radio_television",5103,"<100$","<1year",3,"no",3,"no_property",47,"no","for_free",3,"skilled",1,"yes","yes",0,"M","married"
"684",">0<200$",36,"delay_pay_past","business",9857,">100<500",">4years<=7years",1,"no",3,"life_insurance",31,"no","own",2,"unskilled",2,"yes","yes",0,"M","single"
"685","no_savings",60,"existing_credits_paid_back_duly_till_now","car_new",6527,"no_savings",">1year<=4years",4,"no",4,"no_property",34,"no","for_free",1,"skilled",2,"yes","yes",0,"M","single"
"686",">200$",10,"other_credits_existing_other_bank","radio_television",1347,"no_savings",">4years<=7years",4,"no",2,"life_insurance",27,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"687",">0<200$",36,"delay_pay_past","car_new",2862,">100<500",">=7years",4,"no",3,"no_property",30,"no","for_free",1,"skilled",1,"no","yes",0,"M","single"
"688","no_savings",9,"existing_credits_paid_back_duly_till_now","radio_television",2753,">100<500",">=7years",3,"co_applicant",4,"car_other",35,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"689","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",3651,">=1000",">1year<=4years",1,"no",3,"life_insurance",31,"no","own",1,"skilled",2,"no","yes",0,"M","single"
"690","<0$",15,"other_credits_existing_other_bank","furniture/equipment",975,"<100$",">1year<=4years",2,"no",3,"life_insurance",25,"no","own",2,"skilled",1,"no","yes",0,"M","divorced"
"691",">0<200$",15,"existing_credits_paid_back_duly_till_now","repairs",2631,">100<500",">1year<=4years",3,"no",2,"real_estate",25,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"692",">0<200$",24,"existing_credits_paid_back_duly_till_now","radio_television",2896,">100<500","<1year",2,"no",1,"car_other",29,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"693","<0$",6,"other_credits_existing_other_bank","car_new",4716,"no_savings","<1year",1,"no",3,"real_estate",44,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"694","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",2284,"<100$",">4years<=7years",4,"no",2,"car_other",28,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"695","no_savings",6,"existing_credits_paid_back_duly_till_now","car_used",1236,">500<1000",">1year<=4years",2,"no",4,"life_insurance",50,"no","rent",1,"skilled",1,"no","yes",0,"M","single"
"696",">0<200$",12,"existing_credits_paid_back_duly_till_now","radio_television",1103,"<100$",">4years<=7years",4,"guarantor",3,"real_estate",29,"no","own",2,"skilled",1,"no","no",0,"M","single"
"697","no_savings",12,"other_credits_existing_other_bank","car_new",926,"<100$","unemployed",1,"no",2,"life_insurance",38,"no","own",1,"unemployed",1,"no","yes",0,"F","divorced"
"698","no_savings",18,"other_credits_existing_other_bank","radio_television",1800,"<100$",">1year<=4years",4,"no",2,"car_other",24,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"699",">200$",15,"existing_credits_paid_back_duly_till_now","education",1905,"<100$",">=7years",4,"no",4,"car_other",40,"no","rent",1,"self-employed",1,"yes","yes",0,"M","single"
"700","no_savings",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1123,">500<1000",">1year<=4years",4,"no",4,"car_other",29,"no","rent",1,"unskilled",1,"no","yes",1,"F","divorced"
"701","<0$",48,"other_credits_existing_other_bank","car_used",6331,"<100$",">=7years",4,"no",4,"no_property",46,"no","for_free",2,"skilled",1,"yes","yes",1,"M","single"
"702",">200$",24,"existing_credits_paid_back_duly_till_now","radio_television",1377,">100<500",">=7years",4,"no",2,"no_property",47,"no","for_free",1,"skilled",1,"yes","yes",0,"F","divorced"
"703",">0<200$",30,"delay_pay_past","business",2503,">100<500",">=7years",4,"no",2,"life_insurance",41,"stores","own",2,"skilled",1,"no","yes",0,"M","single"
"704",">0<200$",27,"existing_credits_paid_back_duly_till_now","business",2528,"<100$","<1year",4,"no",1,"life_insurance",32,"no","own",1,"skilled",2,"yes","yes",0,"F","divorced"
"705","no_savings",15,"existing_credits_paid_back_duly_till_now","car_new",5324,">500<1000",">=7years",1,"no",4,"no_property",35,"no","for_free",1,"skilled",1,"no","yes",0,"F","divorced"
"706",">0<200$",48,"existing_credits_paid_back_duly_till_now","car_new",6560,">100<500",">4years<=7years",3,"no",2,"life_insurance",24,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"707",">0<200$",12,"no_credits_taken","furniture/equipment",2969,"<100$","<1year",4,"no",3,"life_insurance",25,"no","rent",2,"skilled",1,"no","yes",1,"F","divorced"
"708",">0<200$",9,"existing_credits_paid_back_duly_till_now","radio_television",1206,"<100$",">=7years",4,"no",4,"real_estate",25,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"709",">0<200$",9,"existing_credits_paid_back_duly_till_now","radio_television",2118,"<100$",">1year<=4years",2,"no",2,"real_estate",37,"no","own",1,"unskilled",2,"no","yes",0,"M","single"
"710","no_savings",18,"other_credits_existing_other_bank","radio_television",629,">500<1000",">=7years",4,"no",3,"life_insurance",32,"bank","own",2,"self-employed",1,"yes","yes",0,"M","single"
"711","<0$",6,"all_credits_paid","education",1198,"<100$",">=7years",4,"no",4,"no_property",35,"no","for_free",1,"skilled",1,"no","yes",1,"F","divorced"
"712","no_savings",21,"existing_credits_paid_back_duly_till_now","car_used",2476,"no_savings",">=7years",4,"no",4,"real_estate",46,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"713","<0$",9,"other_credits_existing_other_bank","radio_television",1138,"<100$",">1year<=4years",4,"no",4,"real_estate",25,"no","own",2,"unskilled",1,"no","yes",0,"M","single"
"714",">0<200$",60,"existing_credits_paid_back_duly_till_now","car_new",14027,"<100$",">4years<=7years",4,"no",2,"no_property",27,"no","own",1,"self-employed",1,"yes","yes",1,"M","single"
"715","no_savings",30,"other_credits_existing_other_bank","car_used",7596,"no_savings",">=7years",1,"no",4,"car_other",63,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"716","no_savings",30,"other_credits_existing_other_bank","radio_television",3077,"no_savings",">=7years",3,"no",2,"car_other",40,"no","own",2,"skilled",2,"yes","yes",0,"M","single"
"717","no_savings",18,"existing_credits_paid_back_duly_till_now","radio_television",1505,"<100$",">1year<=4years",4,"no",2,"no_property",32,"no","for_free",1,"self-employed",1,"yes","yes",0,"M","single"
"718",">200$",24,"other_credits_existing_other_bank","radio_television",3148,"no_savings",">1year<=4years",3,"no",2,"car_other",31,"no","own",2,"skilled",1,"yes","yes",0,"M","single"
"719",">0<200$",20,"no_credits_taken","car_used",6148,">100<500",">=7years",3,"no",4,"car_other",31,"bank","own",2,"skilled",1,"yes","yes",0,"M","married"
"720",">200$",9,"no_credits_taken","radio_television",1337,"<100$","<1year",4,"no",2,"car_other",34,"no","own",2,"self-employed",1,"yes","yes",1,"M","single"
"721",">0<200$",6,"all_credits_paid","education",433,">=1000","<1year",4,"no",2,"life_insurance",24,"bank","rent",1,"skilled",2,"no","yes",1,"F","divorced"
"722","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",1228,"<100$",">1year<=4years",4,"no",2,"real_estate",24,"no","own",1,"unskilled",1,"no","yes",1,"F","divorced"
"723",">0<200$",9,"existing_credits_paid_back_duly_till_now","radio_television",790,">500<1000",">1year<=4years",4,"no",3,"real_estate",66,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"724","no_savings",27,"existing_credits_paid_back_duly_till_now","car_new",2570,"<100$",">1year<=4years",3,"no",3,"real_estate",21,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"725","no_savings",6,"other_credits_existing_other_bank","car_new",250,">=1000",">1year<=4years",2,"no",2,"real_estate",41,"bank","own",2,"unskilled",1,"no","yes",0,"F","divorced"
"726","no_savings",15,"other_credits_existing_other_bank","radio_television",1316,">500<1000",">1year<=4years",2,"no",2,"life_insurance",47,"no","own",2,"unskilled",1,"no","yes",0,"M","married"
"727","<0$",18,"existing_credits_paid_back_duly_till_now","radio_television",1882,"<100$",">1year<=4years",4,"no",4,"car_other",25,"bank","rent",2,"skilled",1,"no","yes",1,"F","divorced"
"728",">0<200$",48,"all_credits_paid","business",6416,"<100$",">=7years",4,"no",3,"no_property",59,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"729",">200$",24,"other_credits_existing_other_bank","business",1275,">=1000",">1year<=4years",2,"no",4,"real_estate",36,"no","own",2,"skilled",1,"yes","yes",0,"M","divorced"
"730",">0<200$",24,"delay_pay_past","radio_television",6403,"<100$","<1year",1,"no",2,"car_other",33,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"731","<0$",24,"existing_credits_paid_back_duly_till_now","radio_television",1987,"<100$",">1year<=4years",2,"no",4,"real_estate",21,"no","rent",1,"unskilled",2,"no","yes",1,"M","single"
"732",">0<200$",8,"existing_credits_paid_back_duly_till_now","radio_television",760,"<100$",">4years<=7years",4,"guarantor",2,"real_estate",44,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"733","no_savings",24,"existing_credits_paid_back_duly_till_now","car_used",2603,">=1000",">1year<=4years",2,"no",4,"car_other",28,"no","rent",1,"skilled",1,"yes","yes",0,"F","divorced"
"734","no_savings",4,"other_credits_existing_other_bank","car_new",3380,"<100$",">4years<=7years",1,"no",1,"real_estate",37,"no","own",1,"skilled",2,"no","yes",0,"F","divorced"
"735",">0<200$",36,"all_credits_paid","domestic_appliances",3990,"no_savings","<1year",3,"no",2,"no_property",29,"bank","own",1,"unemployed",1,"no","yes",0,"F","divorced"
"736",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_used",11560,"<100$",">1year<=4years",1,"no",4,"car_other",23,"no","rent",2,"self-employed",1,"no","yes",1,"F","divorced"
"737","<0$",18,"existing_credits_paid_back_duly_till_now","car_new",4380,">100<500",">1year<=4years",3,"no",4,"car_other",35,"no","own",1,"unskilled",2,"yes","yes",0,"M","single"
"738","no_savings",6,"other_credits_existing_other_bank","car_new",6761,"<100$",">4years<=7years",1,"no",3,"no_property",45,"no","own",2,"self-employed",2,"yes","yes",0,"M","single"
"739",">0<200$",30,"no_credits_taken","business",4280,">100<500",">1year<=4years",4,"no",4,"car_other",26,"no","rent",2,"unskilled",1,"no","yes",1,"F","divorced"
"740","<0$",24,"all_credits_paid","car_new",2325,">100<500",">4years<=7years",2,"no",3,"car_other",32,"bank","own",1,"skilled",1,"no","yes",0,"M","single"
"741",">0<200$",10,"all_credits_paid","radio_television",1048,"<100$",">1year<=4years",4,"no",4,"real_estate",23,"stores","own",1,"unskilled",1,"no","yes",0,"M","single"
"742","no_savings",21,"existing_credits_paid_back_duly_till_now","radio_television",3160,"no_savings",">=7years",4,"no",3,"life_insurance",41,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"743","<0$",24,"all_credits_paid","furniture/equipment",2483,">500<1000",">1year<=4years",4,"no",4,"real_estate",22,"stores","own",1,"skilled",1,"yes","yes",0,"M","single"
"744","<0$",39,"other_credits_existing_other_bank","furniture/equipment",14179,"no_savings",">4years<=7years",4,"no",4,"life_insurance",30,"no","own",2,"self-employed",1,"yes","yes",0,"M","single"
"745","<0$",13,"other_credits_existing_other_bank","business",1797,"<100$","<1year",3,"no",1,"life_insurance",28,"bank","own",2,"unskilled",1,"no","yes",0,"M","single"
"746","<0$",15,"existing_credits_paid_back_duly_till_now","car_new",2511,"<100$","unemployed",1,"no",4,"car_other",23,"no","rent",1,"skilled",1,"no","yes",0,"F","divorced"
"747","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",1274,"<100$","<1year",3,"no",1,"real_estate",37,"no","own",1,"unskilled",1,"no","yes",1,"F","divorced"
"748","no_savings",21,"existing_credits_paid_back_duly_till_now","car_used",5248,"no_savings",">1year<=4years",1,"no",3,"car_other",26,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"749","no_savings",15,"existing_credits_paid_back_duly_till_now","car_used",3029,"<100$",">4years<=7years",2,"no",2,"car_other",33,"no","own",1,"skilled",1,"no","yes",0,"M","single"
